objectid,catalog number,unit_quad,area,ctx,mat class 1,mat type 1,mat class 2,mat type 2,object name,object description,manufacture 1,item count,portion represented,date start,date end,comments,most representative photo,for website,display_template,object_location,image_small,image_thumb
23-01830,23-01830,QUAD 7,DOWNHILL,SURFACE,GLASS,GLASS,,,BOTTLE,BOTTLE BEVERAGE MISC,SEMI-AUTOMATIC/MACHINE MOLDED (OWEN’S SCAR),2,BASE,,,,G,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-1830.1g.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-1830.1g_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-1830.1g_th.jpg
23-01837,23-01837,UNIT 2,FRONT,3,GLASS,GLASS,,,BOTTLE,BOTTLE CONDIMENT/SAUCE,SEMI-AUTOMATIC/MACHINE MOLDED (OWEN’S SCAR),1,FINISH,,,,A,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-1837.1a.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-1837.1a_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-1837.1a_th.jpg
23-01885,23-01885,QUAD 13,DOWNHILL,SURFACE,GLASS,,,,BOTTLE,,CUP MOLD,1,BASE,1972,,I INSIDE O TRADE MARK,A,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-1885.1a.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-1885.1a_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-1885.1a_th.jpg
23-01886,23-01886,QUAD 13,DOWNHILL,SURFACE,GLASS,,,,BOTTLE,,,2,BODY,,,,A,,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-1886.1a.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-1886.1a_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-1886.1a_th.jpg
23-01887,23-01887,QUAD 13,DOWNHILL,SURFACE,GLASS,,,,BOTTLE,BOTTLE BEVERAGE MISC,AT LEAST 2 PART MOLD,9,"BODY, BASE",,,HAS MAJORITY OF THE NUTRIENT TABLE AND LABLE OF COMPANY,A,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-1887.1a.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-1887.1a_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-1887.1a_th.jpg
23-01888,23-01888,QUAD 13,DOWNHILL,SURFACE,GLASS,,,,BOTTLE,BOTTLE BEVERAGE MISC,AT LEAST 2 PART MOLD,2,BODY,,,,A,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-1888.1a.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-1888.1a_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-1888.1a_th.jpg
23-01891,23-01891,UNIT 22,DOWNHILL,11,GLASS,GLASS LEADED CRYSTAL,,,TABLEWARE,,AT LEAST 2 PART MOLD,1,BASE,,,,A,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-1891.1a.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-1891.1a_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-1891.1a_th.jpg
23-01892,23-01892,UNIT 22,DOWNHILL,11,GLASS,GLASS LEADED CRYSTAL,,,CLOSURE/STOPPER,,AT LEAST 2 PART MOLD,2,"NECK, FINAL",,,ROUND BALL TOP OF THE STOPPER,G,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-1892.1g.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-1892.1g_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-1892.1g_th.jpg
23-01923,23-01923,UNIT 22,DOWNHILL,11,GLASS,,,,BOTTLE,,,1,FINISH,,,,B,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-1923.1b.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-1923.1b_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-1923.1b_th.jpg
23-01944,23-01944,UNIT 22,DOWNHILL,11,GLASS,,,,,,,1,BODY,,,,E,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-1944.1e.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-1944.1e_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-1944.1e_th.jpg
23-01977,23-01977,AREA 2,,SURFACE,GLASS,GLASS,,,BOTTLE,BOTTLE BEVERAGE MISC,SEMI-AUTOMATIC/MACHINE MOLDED (OWEN’S SCAR),1,FINISH,,,FINISH TYPE UNKNOWN POSSIBLE THREE PART,A,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-1977.1a.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-1977.1a_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-1977.1a_th.jpg
23-01996,23-01996,UNIT 22,DOWNHILL,10,GLASS,,,,CAP/LID,LINER,,1,LID/CAP,,,,F,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-1996.1f.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-1996.1f_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-1996.1f_th.jpg
23-01997,23-01997,UNIT 22,DOWNHILL,10,GLASS,,,,BOTTLE,BOTTLE ALCOHOL MISC,AT LEAST 2 PART MOLD,1,NECK,,,,A,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-1997.1a.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-1997.1a_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-1997.1a_th.jpg
23-02024,23-02024,AREA 9,,SURFACE,GLASS,GLASS,,,TABLEWARE,TABLEWARE,,2,BODY,,,,G,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-2024.1g.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-2024.1g_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-2024.1g_th.jpg
23-02027,23-02027,AREA 4,,SURFACE,GLASS,GLASS,,,BOTTLE,BOTTLE BEER,AT LEAST 2 PART MOLD,2,BODY,,,,G,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-2027.1g.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-2027.1g_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-2027.1g_th.jpg
23-02045,23-02045,AREA 4,,SURFACE,GLASS,GLASS,,,BOTTLE,BOTTLE ALCOHOL MISC,SEMI-AUTOMATIC/MACHINE MOLDED (OWEN’S SCAR),1,FINISH,,,,A,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-2045.1a.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-2045.1a_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-2045.1a_th.jpg
23-02056,23-02056,QUAD 5,DOWNHILL,SURFACE,GLASS,GLASS,,,MIRROR,MIRROR,,1,BODY,,,,A,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-2056.1a.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-2056.1a_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-2056.1a_th.jpg
23-02107,23-02107,QUAD 8,DOWNHILL,SURFACE,GLASS,,,,BOTTLE,,MACHINE MADE,1,"NECK, FINISH",,,,A,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-2107.1a.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-2107.1a_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-2107.1a_th.jpg
23-02171,23-02171,QUAD 12,DOWNHILL,SURFACE,GLASS,,,,BOTTLE,BOTTLE MEDICINE/PATENT,MACHINE MADE,1,FINISH,,,,A,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-2171.1a.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-2171.1a_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-2171.1a_th.jpg
23-02172,23-02172,QUAD 12,DOWNHILL,SURFACE,GLASS,,METAL,IRON,BOTTLE,CAP BOTTLE,MACHINE MADE,1,FINISH,,,HAS THE CAP/LID RUSTED ON THE FINISH/LIP,A,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-2172.1a.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-2172.1a_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-2172.1a_th.jpg
23-02193,23-02193,AREA 3,,SURFACE,GLASS,,,,LENS,EYE GLASS LENS,,1,WHOLE/ENTIRE/COMPLETE,,,,E,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-2193.1e.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-2193.1e_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-2193.1e_th.jpg
23-02194,23-02194,AREA 3,,SURFACE,GLASS,,,,CONTAINER GLASS,,MACHINE MADE,1,"FINISH, NECK/SHOULDER",,,,A,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-2194.1a.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-2194.1a_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-2194.1a_th.jpg
23-02291,23-02291,AREA 6,,SURFACE,GLASS,,,,BOTTLE,,,1,BASE,1970,,,A,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-2291.1a.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-2291.1a_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-2291.1a_th.jpg
23-02346,23-02346,QUAD 13,,SURFACE,GLASS,GLASS,,,BOTTLE,BOTTLE MISC,SEMI-AUTOMATIC/MACHINE MOLDED (OWEN’S SCAR),1,FINISH,,,,A,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-2346.1a.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-2346.1a_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-2346.1a_th.jpg
23-02376,23-02376,UNIT 22,DOWNHILL,9,GLASS,GLASS,,,BUTTON,BUTTON,PROSSER MOLD,1,BODY,,,,E,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-2376.1e.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-2376.1e_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-2376.1e_th.jpg
23-02379,23-02379,UNIT 22,DOWNHILL,4,GLASS,GLASS,,,BOTTLE,BOTTLE MISC,,1,KICKUP/PUSHUP,,,,A,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-2379.1a.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-2379.1a_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-2379.1a_th.jpg
23-02447,23-02447,UNIT 12,COURTYARD,6,GLASS,GLASS,,,FLAT GLASS,FLAT GLASS,,11,BODY,,,,A,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-2447.1a.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-2447.1a_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-2447.1a_th.jpg
23-02449,23-02449,AREA 10,DOWNHILL,SURFACE,GLASS,GLASS,,,CONTAINER GLASS,CONTAINER GLASS MISC,,2,BODY,,,,G,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-2449.1g.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-2449.1g_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-2449.1g_th.jpg
23-02451,23-02451,UNIT 22,DOWNHILL,3,GLASS,GLASS,,,MILK GLASS LINER,LID LINER/INSERT,SEMI-AUTOMATIC/MACHINE MOLDED (OWEN’S SCAR),1,BODY,,,,A,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-2451.1a.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-2451.1a_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-2451.1a_th.jpg
23-02528,23-02528,UNIT 1,FRONT,1,GLASS,GLASS,,,,,,2,BODY,,,,G,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-2528.1g.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-2528.1g_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-2528.1g_th.jpg
23-02612,23-02612,UNIT 22,DOWNHILL,NORTHERN STP,GLASS,GLASS,,,GLASS,GLASS,,1,BODY,,,"LARGE TEARDROP SHAPE, POSSIBLY DECOR",A,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-2612.1a.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-2612.1a_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-2612.1a_th.jpg
23-02655,23-02655,UNIT 22,DOWNHILL,6,GLASS,GLASS,,,BOTTLE,BOTTLE SODA,,5,BODY,1951,1957,"BASED ON A COUPLE OF WEBSITE'S INFROMATION, THE DATE FOR THE BOTTLE BASED ON THE LOGO AND THE SIMILAR SHAPE ",G,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-2655.1g.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-2655.1g_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-2655.1g_th.jpg
23-02701,23-02701,UNIT 22,DOWNHILL,6,GLASS,GLASS,,,BOTTLE,BOTTLE MILK,,1,BODY,1896,1910,BASED ON ARTICLE AND THE TYPE OF THE EMBOSSEMENT ON THE BODY,B,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-2701.1b.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-2701.1b_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-2701.1b_th.jpg
23-02725,23-02725,UNIT 13,COURTYARD,2,GLASS,GLASS,,,CONTAINER GLASS,CONTAINER GLASS MISC,,1,FINISH,,,"WHITE, LAYERS IN GLASS VISIBLE",A,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-2725.1a.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-2725.1a_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-2725.1a_th.jpg
23-02736,23-02736,UNIT 22,DOWNHILL,6,GLASS,GLASS,,,BOTTLE,BOTTLE ALCOHOL MISC,MACHINE MADE,1,BASE,1960,PRESENT,,A,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-2736.1a.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-2736.1a_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-2736.1a_th.jpg
23-02741,23-02741,UNIT 22,DOWNHILL,6,GLASS,GLASS,,,BOTTLE,BOTTLE MISC,,2,FINISH,,,,G,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-2741.1g.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-2741.1g_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-2741.1g_th.jpg
23-02742,23-02742,UNIT 22,DOWNHILL,6,GLASS,GLASS,,,BOTTLE,BOTTLE ALCOHOL MISC,MACHINE MADE,1,FINISH,,,,A,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-2742.1a.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-2742.1a_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-2742.1a_th.jpg
23-02744,23-02744,UNIT 22,DOWNHILL,6,GLASS,GLASS,,,BOTTLE,BOTTLE MISC,MACHINE MADE,1,FINISH,,,,B,YES,artifact,https://objects.lib.uidaho.edu/ipa-mhs/mhs-2744.1b.jpg,https://objects.lib.uidaho.edu/ipa-mhs/small/mhs-2744.1b_sm.jpg,https://objects.lib.uidaho.edu/ipa-mhs/thumbs/mhs-2744.1b_th.jpg
